job_db_inx,mod_time,account,cpus_req,id_array_task,id_job,id_user,id_group,het_job_offset,mem_req,nodelist,partition,timelimit,time_submit,time_eligible,time_start,time_end,tres_alloc,tres_req
590,1738842022,\N,1,4294967294,1149,1033,1023,4294967294,0,godzilla,kaijus,43260,1738841108,1738841108,1738841108,1738842022,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
592,1738841975,\N,1,4294967294,1150,1033,1023,4294967294,0,godzilla,kaijus,43260,1738841144,1738841144,1738841145,1738841975,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
594,1738841988,\N,1,4294967294,1151,1033,1023,4294967294,0,godzilla,kaijus,43260,1738841173,1738841173,1738841174,1738841988,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
596,1738842118,\N,1,4294967294,1152,1033,1023,4294967294,0,godzilla,kaijus,43260,1738841204,1738841204,1738841204,1738842118,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
607,1739208485,\N,16,4294967294,1159,1033,1050,4294967294,0,None assigned,kaijus,4294967294,1739208405,1739208405,0,1739208485,,"1=16,2=256000,4=1,5=16"
633,1739436222,\N,16,4294967294,1181,1033,1050,4294967294,0,godzilla,kaijus,4294967295,1739427094,1739427094,1739434832,1739436222,"1=16,3=18446744073709551614,4=1,5=16","1=16,2=256000,4=1,5=16"
634,1739437765,\N,16,4294967294,1182,1033,1050,4294967294,0,godzilla,kaijus,4294967295,1739427099,1739427099,1739436222,1739437765,"1=16,3=18446744073709551614,4=1,5=16","1=16,2=256000,4=1,5=16"
635,1739542212,\N,16,4294967294,1183,1033,1050,4294967294,0,godzilla,kaijus,4294967295,1739488335,1739488335,1739488336,1739542212,"1=16,3=18446744073709551614,4=1,5=16","1=16,2=256000,4=1,5=16"
636,1739904059,\N,1,4294967294,1184,1033,1023,4294967294,0,godzilla,kaijus,43260,1739889664,1739889664,1739889664,1739904059,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
638,1739966416,\N,1,4294967294,1185,1033,1023,4294967294,0,godzilla,kaijus,43260,1739965229,1739965229,1739965229,1739966416,"1=1,4=1,5=1","1=1,2=256000,4=1,5=1"
640,1739966416,\N,1,4294967294,1186,1033,1023,4294967294,0,godzilla,kaijus,43260,1739965266,1739965266,1739965266,1739966416,"1=1,4=1,5=1","1=1,2=256000,4=1,5=1"
642,1740603304,\N,1,4294967294,1139,1033,1023,4294967294,0,ghidorah,kaijus,43260,1739966416,1739966537,1739970766,1740603304,"1=1,3=18446744073709551614,4=1,5=1","1=1,4=1,5=1"
643,1739970774,\N,1,4294967294,1162,1033,1023,4294967294,0,ghidorah,kaijus,43260,1739966416,1739966537,1739970766,1739970774,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
644,1739970757,\N,1,4294967294,1185,1033,1023,4294967294,0,None assigned,kaijus,43260,1739966416,1739966537,0,1739970756,"1=1,4=1,5=1","1=1,2=256000,4=1,5=1"
645,1739970753,\N,1,4294967294,1186,1033,1023,4294967294,0,None assigned,kaijus,43260,1739966416,1739966537,0,1739970753,"1=1,4=1,5=1","1=1,2=256000,4=1,5=1"
646,1740603304,\N,1,4294967294,1187,1033,1023,4294967294,0,ghidorah,kaijus,43260,1739970803,1739970803,1739970803,1740603304,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
648,1740603304,\N,1,4294967294,1188,1033,1023,4294967294,0,ghidorah,kaijus,43260,1739970956,1739970956,1739970956,1740603304,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
650,1740603304,\N,1,4294967294,1189,1033,1023,4294967294,0,ghidorah,kaijus,43260,1739971029,1739971029,1739971029,1740603304,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
652,1740094315,\N,1,4294967294,1190,1033,1023,4294967294,0,rodan,kaijus,43260,1740050285,1740050285,1740050285,1740094315,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
653,1740138353,\N,1,4294967294,1191,1033,1023,4294967294,0,rodan,kaijus,43260,1740137932,1740137932,1740137933,1740138353,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
655,1740685905,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1740603304,1740603425,1740603440,1740685905,"1=1,4=1,5=1","1=1,4=1,5=1"
656,1740685905,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1740603304,1740603425,1740603440,1740685905,"1=1,4=1,5=1","1=1,4=1,5=1"
657,1740685905,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1740603304,1740603425,1740603440,1740685905,"1=1,4=1,5=1","1=1,4=1,5=1"
658,1740685905,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1740603304,1740603425,1740603440,1740685905,"1=1,4=1,5=1","1=1,4=1,5=1"
659,1740758906,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1740685905,1740686026,1740686026,1740758906,"1=1,4=1,5=1","1=1,4=1,5=1"
660,1740758906,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1740685905,1740686026,1740686026,1740758906,"1=1,4=1,5=1","1=1,4=1,5=1"
661,1740758906,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1740685905,1740686026,1740686026,1740758906,"1=1,4=1,5=1","1=1,4=1,5=1"
662,1740758906,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1740685905,1740686026,1740686026,1740758906,"1=1,4=1,5=1","1=1,4=1,5=1"
663,1740763306,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1740758906,1740759027,1740759029,1740763306,"1=1,4=1,5=1","1=1,4=1,5=1"
664,1740763306,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1740758906,1740759027,1740759029,1740763306,"1=1,4=1,5=1","1=1,4=1,5=1"
665,1740763306,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1740758906,1740759027,1740759029,1740763306,"1=1,4=1,5=1","1=1,4=1,5=1"
666,1740763306,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1740758906,1740759027,1740759029,1740763306,"1=1,4=1,5=1","1=1,4=1,5=1"
667,1741010210,\N,1,4294967294,1139,1033,1023,4294967294,0,mothra,kaijus,43260,1740763306,1740763427,1740763427,1741010210,"1=1,4=1,5=1","1=1,4=1,5=1"
668,1741010210,\N,1,4294967294,1187,1033,1023,4294967294,0,mothra,kaijus,43260,1740763306,1740763427,1740763427,1741010210,"1=1,4=1,5=1","1=1,4=1,5=1"
669,1741010210,\N,1,4294967294,1188,1033,1023,4294967294,0,mothra,kaijus,43260,1740763306,1740763427,1740763427,1741010210,"1=1,4=1,5=1","1=1,4=1,5=1"
670,1741010210,\N,1,4294967294,1189,1033,1023,4294967294,0,mothra,kaijus,43260,1740763306,1740763427,1740763427,1741010210,"1=1,4=1,5=1","1=1,4=1,5=1"
671,1741016110,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1741010210,1741010331,1741010347,1741016110,"1=1,4=1,5=1","1=1,4=1,5=1"
672,1741016110,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1741010210,1741010331,1741010347,1741016110,"1=1,4=1,5=1","1=1,4=1,5=1"
673,1741016110,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1741010210,1741010331,1741010347,1741016110,"1=1,4=1,5=1","1=1,4=1,5=1"
674,1741016110,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1741010210,1741010331,1741010347,1741016110,"1=1,4=1,5=1","1=1,4=1,5=1"
675,1741101911,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1741016110,1741016231,1741016231,1741101911,"1=1,4=1,5=1","1=1,4=1,5=1"
676,1741101911,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1741016110,1741016231,1741016231,1741101911,"1=1,4=1,5=1","1=1,4=1,5=1"
677,1741101911,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1741016110,1741016231,1741016231,1741101911,"1=1,4=1,5=1","1=1,4=1,5=1"
678,1741101911,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1741016110,1741016231,1741016231,1741101911,"1=1,4=1,5=1","1=1,4=1,5=1"
679,1741246911,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1741101911,1741102032,1741102032,1741246911,"1=1,4=1,5=1","1=1,4=1,5=1"
680,1741246911,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1741101911,1741102032,1741102032,1741246911,"1=1,4=1,5=1","1=1,4=1,5=1"
681,1741246911,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1741101911,1741102032,1741102032,1741246911,"1=1,4=1,5=1","1=1,4=1,5=1"
682,1741246911,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1741101911,1741102032,1741102032,1741246911,"1=1,4=1,5=1","1=1,4=1,5=1"
683,1741339315,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1741246911,1741247032,1741247032,1741339315,"1=1,4=1,5=1","1=1,4=1,5=1"
684,1741339315,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1741246911,1741247032,1741247032,1741339315,"1=1,4=1,5=1","1=1,4=1,5=1"
685,1741339315,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1741246911,1741247032,1741247032,1741339315,"1=1,4=1,5=1","1=1,4=1,5=1"
686,1741339315,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1741246911,1741247032,1741247032,1741339315,"1=1,4=1,5=1","1=1,4=1,5=1"
687,1741349915,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1741339315,1741339436,1741339436,1741349915,"1=1,4=1,5=1","1=1,4=1,5=1"
688,1741349915,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1741339315,1741339436,1741339436,1741349915,"1=1,4=1,5=1","1=1,4=1,5=1"
689,1741349915,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1741339315,1741339436,1741339436,1741349915,"1=1,4=1,5=1","1=1,4=1,5=1"
690,1741349915,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1741339315,1741339436,1741339436,1741349915,"1=1,4=1,5=1","1=1,4=1,5=1"
691,1741360116,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1741349915,1741350036,1741350052,1741360116,"1=1,4=1,5=1","1=1,4=1,5=1"
692,1741360116,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1741349915,1741350036,1741350052,1741360116,"1=1,4=1,5=1","1=1,4=1,5=1"
693,1741360116,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1741349915,1741350036,1741350052,1741360116,"1=1,4=1,5=1","1=1,4=1,5=1"
694,1741360116,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1741349915,1741350036,1741350052,1741360116,"1=1,4=1,5=1","1=1,4=1,5=1"
695,1741393320,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1741360116,1741360237,1741360237,1741393320,"1=1,4=1,5=1","1=1,4=1,5=1"
696,1741393320,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1741360116,1741360237,1741360237,1741393320,"1=1,4=1,5=1","1=1,4=1,5=1"
697,1741393320,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1741360116,1741360237,1741360237,1741393320,"1=1,4=1,5=1","1=1,4=1,5=1"
698,1741393320,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1741360116,1741360237,1741360237,1741393320,"1=1,4=1,5=1","1=1,4=1,5=1"
699,1741488921,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1741393320,1741393441,1741393470,1741488921,"1=1,4=1,5=1","1=1,4=1,5=1"
700,1741488921,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1741393320,1741393441,1741393470,1741488921,"1=1,4=1,5=1","1=1,4=1,5=1"
701,1741488921,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1741393320,1741393441,1741393470,1741488921,"1=1,4=1,5=1","1=1,4=1,5=1"
702,1741488921,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1741393320,1741393441,1741393470,1741488921,"1=1,4=1,5=1","1=1,4=1,5=1"
703,1741489721,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1741488921,1741489042,1741489042,1741489721,"1=1,4=1,5=1","1=1,4=1,5=1"
704,1741489721,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1741488921,1741489042,1741489042,1741489721,"1=1,4=1,5=1","1=1,4=1,5=1"
705,1741489721,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1741488921,1741489042,1741489042,1741489721,"1=1,4=1,5=1","1=1,4=1,5=1"
706,1741489721,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1741488921,1741489042,1741489042,1741489721,"1=1,4=1,5=1","1=1,4=1,5=1"
707,1741519722,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1741489721,1741489842,1741489854,1741519721,"1=1,4=1,5=1","1=1,4=1,5=1"
708,1741519722,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1741489721,1741489842,1741489854,1741519721,"1=1,4=1,5=1","1=1,4=1,5=1"
709,1741519722,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1741489721,1741489842,1741489854,1741519721,"1=1,4=1,5=1","1=1,4=1,5=1"
710,1741519722,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1741489721,1741489842,1741489854,1741519721,"1=1,4=1,5=1","1=1,4=1,5=1"
711,1741611923,\N,1,4294967294,1139,1033,1023,4294967294,0,rodan,kaijus,43260,1741519721,1741519842,1741519842,1741611923,"1=1,4=1,5=1","1=1,4=1,5=1"
712,1741611923,\N,1,4294967294,1187,1033,1023,4294967294,0,rodan,kaijus,43260,1741519721,1741519842,1741519842,1741611923,"1=1,4=1,5=1","1=1,4=1,5=1"
713,1741611923,\N,1,4294967294,1188,1033,1023,4294967294,0,rodan,kaijus,43260,1741519721,1741519842,1741519842,1741611923,"1=1,4=1,5=1","1=1,4=1,5=1"
714,1741611923,\N,1,4294967294,1189,1033,1023,4294967294,0,rodan,kaijus,43260,1741519721,1741519842,1741519842,1741611923,"1=1,4=1,5=1","1=1,4=1,5=1"
715,1741616918,\N,1,4294967294,1139,1033,1023,4294967294,0,mothra,kaijus,43260,1741611923,1741612044,1741612044,1741616918,"1=1,3=18446744073709551614,4=1,5=1","1=1,4=1,5=1"
716,1741616982,\N,1,4294967294,1187,1033,1023,4294967294,0,mothra,kaijus,43260,1741611923,1741612044,1741612044,1741616982,"1=1,3=18446744073709551614,4=1,5=1","1=1,4=1,5=1"
717,1741617032,\N,1,4294967294,1188,1033,1023,4294967294,0,mothra,kaijus,43260,1741611923,1741612044,1741612044,1741617032,"1=1,3=18446744073709551614,4=1,5=1","1=1,4=1,5=1"
718,1741617035,\N,1,4294967294,1189,1033,1023,4294967294,0,mothra,kaijus,43260,1741611923,1741612044,1741612044,1741617035,"1=1,3=18446744073709551614,4=1,5=1","1=1,4=1,5=1"
741,1741815972,\N,16,4294967294,1208,1033,1050,4294967294,0,ghidorah,kaijus,4294967295,1741633781,1741633781,1741774820,1741815972,"1=16,3=18446744073709551614,4=1,5=16","1=16,2=256000,4=1,5=16"
742,1741821760,\N,16,4294967294,1209,1033,1050,4294967294,0,rodan,kaijus,4294967295,1741633793,1741633793,1741775409,1741821759,"1=16,3=18446744073709551614,4=1,5=16","1=16,2=256000,4=1,5=16"
743,1741829003,\N,16,4294967294,1210,1033,1050,4294967294,0,mothra,kaijus,4294967295,1741633809,1741633809,1741784698,1741829003,"1=16,3=18446744073709551614,4=1,5=16","1=16,2=256000,4=1,5=16"
744,1741778118,\N,1,4294967294,1211,1033,1023,4294967294,0,mothra,kaijus,43260,1741776350,1741776350,1741776361,1741778118,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
745,1741956306,\N,1,4294967294,1192,1033,1023,4294967294,0,mothra,kaijus,43260,1741895929,1741896050,1741896064,1741956306,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
746,1742196735,\N,1,4294967294,1193,1033,1023,4294967294,0,mothra,kaijus,43260,1741895929,1741896050,1741896064,1742196735,"1=1,4=1,5=1","1=1,2=256000,4=1,5=1"
748,1742302884,\N,1,4294967294,1212,1033,1023,4294967294,0,rodan,kaijus,43260,1741956983,1741956983,1741956984,1742302884,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
750,1742302887,\N,1,4294967294,1213,1033,1023,4294967294,0,rodan,kaijus,43260,1741957064,1741957064,1741957064,1742302887,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
752,1741966563,\N,16,4294967294,1214,1033,1050,4294967294,0,rodan,kaijus,4294967295,1741966452,1741966452,1741966452,1741966563,"1=16,3=18446744073709551614,4=1,5=16","1=16,2=256000,4=1,5=16"
754,1742210230,\N,1,4294967294,1193,1033,1023,4294967294,0,rodan,kaijus,43260,1742196735,1742196856,1742196885,1742210230,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
755,1742210234,\N,1,4294967294,1194,1033,1023,4294967294,0,rodan,kaijus,43260,1742196735,1742196856,1742196885,1742210234,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
756,1742302890,\N,1,4294967294,1215,1033,1023,4294967294,0,rodan,kaijus,43260,1742210587,1742210587,1742210588,1742302890,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
757,1742251943,\N,1,4294967294,1216,1033,1023,4294967294,0,rodan,kaijus,43260,1742210623,1742210623,1742210624,1742251943,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
759,1742302893,\N,1,4294967294,1217,1033,1023,4294967294,0,rodan,kaijus,43260,1742213982,1742213982,1742213983,1742302893,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
760,1742304420,\N,1,4294967294,1218,1033,1023,4294967294,0,rodan,kaijus,43260,1742302911,1742302911,1742302912,1742304420,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
762,1742464344,\N,1,4294967294,1219,1033,1023,4294967294,0,rodan,kaijus,43260,1742304469,1742304469,1742304469,1742464344,"1=1,4=1,5=1","1=1,2=256000,4=1,5=1"
764,1742464344,\N,1,4294967294,1220,1033,1023,4294967294,0,rodan,kaijus,43260,1742304799,1742304799,1742304799,1742464344,"1=1,4=1,5=1","1=1,2=256000,4=1,5=1"
766,1742464344,\N,1,4294967294,1221,1033,1023,4294967294,0,rodan,kaijus,43260,1742305690,1742305690,1742305690,1742464344,"1=1,4=1,5=1","1=1,2=256000,4=1,5=1"
768,1742325954,\N,1,4294967294,1222,1033,1023,4294967294,0,rodan,kaijus,43260,1742305859,1742305859,1742305859,1742325954,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
778,1742424538,\N,1,4294967294,1227,1033,1051,4294967294,0,rodan,kaijus,4294967295,1742424537,1742424537,1742424538,1742424538,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
779,1742424773,\N,1,4294967294,1228,1033,1051,4294967294,0,rodan,kaijus,4294967295,1742424766,1742424766,1742424767,1742424773,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
781,1742448189,\N,1,4294967294,1229,1033,1051,4294967294,0,rodan,kaijus,4294967295,1742425011,1742425011,1742425012,1742448189,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
783,1742492791,\N,1,4294967294,1219,1033,1023,4294967294,0,rodan,kaijus,43260,1742464344,1742464465,1742464465,1742492790,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
784,1742492796,\N,1,4294967294,1220,1033,1023,4294967294,0,rodan,kaijus,43260,1742464344,1742464465,1742464465,1742492796,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
785,1742492800,\N,1,4294967294,1221,1033,1023,4294967294,0,rodan,kaijus,43260,1742464344,1742464465,1742464465,1742492800,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
904,1745270352,\N,8,4294967294,1296,1033,1051,4294967294,8192,mothra,kaijus,4294967295,1745245478,1745245478,1745245479,1745270352,"1=8,3=18446744073709551614,4=1,5=8","1=8,2=8192,4=1,5=8"
906,1745286004,\N,24,4294967294,1297,1033,1051,4294967294,8192,mothra,kaijus,525600,1745275624,1745275624,1745275625,1745286004,"1=24,3=18446744073709551614,4=1,5=24","1=24,2=8192,4=1,5=24"
908,1745298320,\N,24,4294967294,1298,1033,1051,4294967294,8192,mothra,kaijus,525600,1745286102,1745286102,1745286102,1745298320,"1=24,3=18446744073709551614,4=1,5=24","1=24,2=8192,4=1,5=24"
926,1745333580,\N,2,4294967294,1307,1033,1040,4294967294,0,godzilla,kaijus,4294967295,1745333577,1745333577,1745333577,1745333580,"1=2,3=18446744073709551614,4=1,5=2","1=2,2=256000,4=1,5=2"
948,1745403044,utfpr,16,4294967294,1318,1033,1035,4294967294,0,None assigned,kaijus,4294967294,1745402838,1745402838,0,1745403044,,"1=16,2=4096000,4=16,5=16"
949,1745415258,utfpr,16,4294967294,1319,1033,1035,4294967294,0,godzilla,kaijus,4294967295,1745403052,1745403052,1745403052,1745415258,"1=16,3=18446744073709551614,4=1,5=16","1=16,2=256000,4=1,5=16"
954,1745409848,\N,1,4294967294,1322,1033,1023,4294967294,0,godzilla,kaijus,43260,1745409844,1745409844,1745409844,1745409846,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
961,1745412416,\N,1,4294967294,1326,1033,1023,4294967294,0,ghidorah,kaijus,43260,1745412404,1745412404,1745412414,1745412416,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
991,1745530736,\N,24,4294967294,1355,1033,1051,4294967294,8192,None assigned,kaijus,4294967294,1745530511,1745530511,0,1745530736,,"1=24,2=8192,4=1,5=24"
992,1746100654,\N,24,4294967294,1356,1033,1051,4294967294,8192,None assigned,kaijus,4294967294,1745530760,1745530760,0,1746100654,,"1=24,2=8192,4=1,5=24"
993,1746100657,\N,24,4294967294,1357,1033,1051,4294967294,8192,None assigned,kaijus,4294967294,1745530807,1745530807,0,1746100657,,"1=24,2=8192,4=1,5=24"
994,1746100660,\N,24,4294967294,1358,1033,1051,4294967294,8192,None assigned,kaijus,4294967294,1745531051,1745531051,0,1746100660,,"1=24,2=8192,4=1,5=24"
995,1745584742,\N,1,4294967294,1359,1033,1023,4294967294,0,godzilla,kaijus,43260,1745584710,1745584710,1745584740,1745584742,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
996,1747414786,\N,1,4294967294,1360,1033,1023,4294967294,0,godzilla,kaijus,43260,1745584746,1745584746,1745584770,1747414786,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
1000,1746191315,\N,1,4294967294,1364,1033,1023,4294967294,0,godzilla,kaijus,43260,1746191308,1746191308,1746191309,1746191315,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
1002,1746624545,utfpr,16,4294967294,1365,1033,1035,4294967294,0,godzilla,kaijus,4294967295,1746624536,1746624536,1746624537,1746624545,"1=16,3=18446744073709551614,4=1,5=16","1=16,2=256000,4=1,5=16"
1004,1746625056,utfpr,16,4294967294,1366,1033,1035,4294967294,0,godzilla,kaijus,525600,1746625048,1746625048,1746625048,1746625056,"1=16,3=18446744073709551614,4=1,5=16","1=16,2=256000,4=1,5=16"
1006,1746625094,utfpr,16,4294967294,1367,1033,1035,4294967294,0,godzilla,kaijus,4294967295,1746625087,1746625087,1746625087,1746625094,"1=16,3=18446744073709551614,4=1,5=16","1=16,2=256000,4=1,5=16"
1008,1746793965,\N,1,4294967294,1368,1033,1023,4294967294,0,godzilla,kaijus,43260,1746793954,1746793954,1746793954,1746793965,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
1010,1746902120,\N,1,4294967294,1369,1033,1023,4294967294,0,godzilla,kaijus,43260,1746816211,1746816211,1746816211,1746902120,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
1012,1747143008,\N,1,4294967294,1370,1033,1023,4294967294,0,godzilla,kaijus,43260,1747056991,1747056991,1747056991,1747143008,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
1014,1747175604,\N,1,4294967294,1371,1033,1023,4294967294,0,godzilla,kaijus,43260,1747175601,1747175601,1747175601,1747175604,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
1016,1747175964,\N,1,4294967294,1372,1033,1023,4294967294,0,godzilla,kaijus,43260,1747175961,1747175961,1747175961,1747175964,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
1029,1747425464,utfpr,16,4294967294,1379,1033,1000,4294967294,0,godzilla,kaijus,4294967295,1747425451,1747425451,1747425451,1747425464,"1=16,4=1,5=16","1=16,2=256000,4=1,5=16"
1031,1747425595,utfpr,16,4294967294,1380,1033,1000,4294967294,0,godzilla,kaijus,4294967295,1747425586,1747425586,1747425587,1747425595,"1=16,4=1,5=16","1=16,2=256000,4=1,5=16"
1036,1747555745,\N,1,4294967294,1383,1033,1023,4294967294,0,godzilla,kaijus,43260,1747505958,1747505958,1747505958,1747555745,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
1038,1747656430,\N,1,4294967294,1384,1033,1023,4294967294,0,godzilla,kaijus,43260,1747656428,1747656428,1747656429,0,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
770,1742464344,\N,1,4294967294,1223,1004,1023,4294967294,0,rodan,kaijus,43260,1742325961,1742325961,1742325962,1742464344,"1=1,4=1,5=1","1=1,2=256000,4=1,5=1"
772,1742464344,\N,1,4294967294,1224,1004,1023,4294967294,0,rodan,kaijus,43260,1742407547,1742407547,1742407547,1742464344,"1=1,4=1,5=1","1=1,2=256000,4=1,5=1"
774,1742464344,\N,1,4294967294,1225,1004,1023,4294967294,0,rodan,kaijus,43260,1742407578,1742407578,1742407578,1742464344,"1=1,4=1,5=1","1=1,2=256000,4=1,5=1"
776,1742422407,\N,1,4294967294,1226,1004,1051,4294967294,0,rodan,kaijus,525600,1742422403,1742422403,1742422404,1742422405,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
786,1745060092,\N,1,4294967294,1223,1004,1023,4294967294,0,rodan,kaijus,43260,1742464344,1742464465,1742464465,1745060092,"1=1,3=18446744073709551614,4=1,5=1","1=1,2=256000,4=1,5=1"
